ts_ms,pod_total,pod_ready,queue_depth,rate_in,rate_out,deliver_total,publish_total
1776957695188,10,10,3948,0.0,47.4,2021,5904
1776957696496,10,10,3948,0.0,47.4,2021,5904
1776957697747,10,10,3948,0.0,47.4,2021,5904
1776957699073,10,10,3948,0.0,47.4,2021,5904
1776957700460,10,10,3709,0.0,47.4,2258,5904
1776957702046,10,10,3709,0.0,47.4,2258,5904
1776957703350,10,10,3709,0.0,47.4,2258,5904
1776957704741,10,10,3709,0.0,47.4,2258,5904
1776957706063,10,10,3472,0.0,47.8,2497,5904
1776957707399,10,10,3472,0.0,47.8,2497,5904
1776957708672,10,10,3472,0.0,47.8,2497,5904
1776957710034,10,10,3233,0.0,47.2,2733,5904
1776957711296,10,10,3233,0.0,47.2,2733,5904
1776957712610,10,10,3233,0.0,47.2,2733,5904
1776957713857,10,10,3233,0.0,47.2,2733,5904
1776957715131,10,10,2993,0.0,47.8,2972,5904
1776957716381,10,10,2993,0.0,47.8,2972,5904
1776957717629,10,10,2993,0.0,47.8,2972,5904
1776957719052,10,10,2993,0.0,47.8,2972,5904
1776957720353,10,10,2754,0.0,48.0,3212,5904
1776957721650,10,10,2754,0.0,48.0,3212,5904
1776957723035,10,10,2754,0.0,48.0,3212,5904
1776957724283,10,10,2754,0.0,48.0,3212,5904
1776957725586,10,10,2514,0.0,48.0,3452,5904
1776957727030,10,10,2514,0.0,48.0,3452,5904
1776957728351,10,10,2514,0.0,48.0,3452,5904
1776957730043,10,10,2275,0.0,47.8,3691,5904
1776957731355,10,10,2275,0.0,47.8,3691,5904
1776957732816,10,10,2275,0.0,47.8,3691,5904
1776957734124,10,10,2275,0.0,47.8,3691,5904
1776957735448,10,10,2037,0.0,47.2,3927,5904
1776957736694,10,10,2037,0.0,47.2,3927,5904
1776957738042,10,10,2037,0.0,47.2,3927,5904
1776957739365,10,10,2037,0.0,47.2,3927,5904
1776957740600,10,10,1800,0.0,47.4,4164,5904
1776957742050,10,10,1800,0.0,47.4,4164,5904
1776957743354,10,10,1800,0.0,47.4,4164,5904
1776957744875,10,10,1800,0.0,47.4,4164,5904
1776957746120,10,10,1561,0.0,47.4,4401,5904
1776957747448,10,10,1561,0.0,47.4,4401,5904
1776957748747,10,10,1561,0.0,47.4,4401,5904
1776957750066,10,10,1323,0.0,48.0,4641,5904
1776957751305,10,10,1323,0.0,48.0,4641,5904
1776957752557,10,10,1323,0.0,48.0,4641,5904
1776957753799,10,10,1323,0.0,48.0,4641,5904
1776957755112,10,10,1084,0.0,47.4,4878,5904
1776957756650,10,10,1084,0.0,47.4,4878,5904
1776957758032,10,10,1084,0.0,47.4,4878,5904
1776957759362,10,10,1084,0.0,47.4,4878,5904
1776957760891,10,10,843,0.0,48.0,5118,5904
1776957762141,10,10,843,0.0,48.0,5118,5904
1776957763415,10,10,843,0.0,48.0,5118,5904
1776957764925,10,10,605,0.0,47.2,5354,5904
1776957766229,10,10,605,0.0,47.2,5354,5904
1776957767476,10,10,605,0.0,47.2,5354,5904
1776957768720,10,10,605,0.0,47.2,5354,5904
1776957770031,10,10,368,0.0,47.8,5593,5904
1776957771669,10,10,368,0.0,47.8,5593,5904
1776957772915,10,10,368,0.0,47.8,5593,5904
1776957774172,10,10,368,0.0,47.8,5593,5904
1776957775496,10,10,129,0.0,48.2,5834,5904
1776957776738,10,10,129,0.0,48.2,5834,5904
1776957778076,10,10,129,0.0,48.2,5834,5904
1776957780101,10,10,0,0.0,14.0,5904,5904
1776957781377,10,10,0,0.0,14.0,5904,5904
1776957782608,10,10,0,0.0,14.0,5904,5904
1776957784057,10,10,0,0.0,14.0,5904,5904
1776957785355,10,10,0,0.0,0.0,5904,5904
1776957786697,10,10,0,0.0,0.0,5904,5904
1776957788082,10,10,0,0.0,0.0,5904,5904
1776957789316,10,10,0,0.0,0.0,5904,5904
1776957791023,10,10,0,0.0,0.0,5904,5904
1776957792332,10,10,0,0.0,0.0,5904,5904
1776957794070,10,10,0,0.0,0.0,5904,5904
1776957795342,10,10,0,0.0,0.0,5904,5904
1776957796644,10,10,0,0.0,0.0,5904,5904
1776957798071,10,10,0,0.0,0.0,5904,5904
1776957799393,10,10,0,0.0,0.0,5904,5904
1776957801099,10,10,0,0.0,0.0,5904,5904
1776957802468,10,10,0,0.0,0.0,5904,5904
1776957804095,10,10,0,0.0,0.0,5904,5904
1776957806046,10,10,0,0.0,0.0,5904,5904
1776957807779,10,10,0,0.0,0.0,5904,5904
1776957810029,10,10,0,0.0,0.0,5904,5904
1776957812073,10,10,0,0.0,0.0,5904,5904
1776957813924,10,10,0,0.0,0.0,5904,5904
1776957816043,10,9,0,0.0,0.0,5904,5904
