ts_ms,pod_total,pod_ready,queue_depth,rate_in,rate_out,deliver_total,publish_total
1776956926479,10,10,0,0,0,0,0
1776956927840,10,10,0,0,0,0,0
1776956929248,10,10,0,0,0,0,0
1776956931111,10,10,0,0,0,0,0
1776956932488,10,10,0,0,0,0,0
1776956933809,10,10,0,0,0,0,0
1776956935195,10,10,0,0,0,0,0
1776956937109,10,10,0,0,0,0,0
1776956938484,10,10,0,0,0,0,0
1776956939778,10,10,0,0,0,0,0
1776956941084,10,10,0,0,0,0,0
1776956942385,10,10,0,0,0,0,0
1776956943729,10,10,0,0,0,0,0
1776956945035,10,8,0,0,0,0,0
1776956946392,6,5,0,0,0,0,0
1776956947690,5,5,0,0,0,0,0
1776956948975,5,5,0,0,0,0,0
1776956950288,5,5,0,0,0,0,0
1776956951558,5,5,0,0,0,0,0
1776956952817,5,5,0,0,0,0,0
1776956954125,5,5,0,0,0,0,0
1776956955393,5,5,0,0,0,0,0
1776956957086,5,5,0,0,0,0,0
1776956958353,5,5,0,0,0,0,0
1776956959625,5,5,0,0,0,0,0
1776956961077,5,5,0,0,0,0,0
1776956962391,5,5,0,0,0,0,0
1776956963948,5,5,0,0,0,0,0
1776956965261,5,5,0,0,0,0,0
1776956966536,5,5,0,0,0,0,0
1776956967957,5,5,0,0,0,0,0
1776956969219,5,5,0,0,0,0,0
1776956970482,5,5,0,0,0,0,0
