seq,phase_idx,send_ts_ms
0,0,1776956982018
1,0,1776956982222
2,0,1776956982427
3,0,1776956982632
4,0,1776956982837
5,0,1776956983041
6,0,1776956983246
7,0,1776956983451
8,0,1776956983656
9,0,1776956983861
10,0,1776956984063
11,0,1776956984266
12,0,1776956984471
13,0,1776956984677
14,0,1776956984879
15,0,1776956985080
16,0,1776956985286
17,0,1776956985488
18,0,1776956985689
19,0,1776956985889
20,0,1776956986093
21,0,1776956986293
22,0,1776956986496
23,0,1776956986700
24,0,1776956986904
25,0,1776956987107
26,0,1776956987308
27,0,1776956987509
28,0,1776956987711
29,0,1776956987913
30,0,1776956988113
31,0,1776956988319
32,0,1776956988524
33,0,1776956988728
34,0,1776956988931
35,0,1776956989136
36,0,1776956989337
37,0,1776956989538
38,0,1776956989743
39,0,1776956989945
40,0,1776956990146
41,0,1776956990351
42,0,1776956990555
43,0,1776956990760
44,0,1776956990961
45,0,1776956991167
46,0,1776956991372
47,0,1776956991577
48,0,1776956991781
49,0,1776956991981
50,1,1776956992184
51,1,1776956992185
52,1,1776956992187
53,1,1776956992188
54,1,1776956992194
55,1,1776956992195
56,1,1776956992198
57,1,1776956992199
58,1,1776956992201
59,1,1776956992202
60,1,1776956992204
61,1,1776956992205
62,1,1776956992207
63,1,1776956992208
64,1,1776956992209
65,1,1776956992211
66,1,1776956992212
67,1,1776956992213
68,1,1776956992216
69,1,1776956992218
70,1,1776956992219
71,1,1776956992220
72,1,1776956992222
73,1,1776956992223
74,1,1776956992225
75,1,1776956992226
76,1,1776956992227
77,1,1776956992229
78,1,1776956992230
79,1,1776956992232
80,1,1776956992233
81,1,1776956992235
82,1,1776956992237
83,1,1776956992238
84,1,1776956992240
85,1,1776956992241
86,1,1776956992243
87,1,1776956992244
88,1,1776956992246
89,1,1776956992247
90,1,1776956992248
91,1,1776956992250
92,1,1776956992251
93,1,1776956992252
94,1,1776956992254
95,1,1776956992255
96,1,1776956992256
97,1,1776956992258
98,1,1776956992259
99,1,1776956992261
100,1,1776956992262
101,1,1776956992263
102,1,1776956992264
103,1,1776956992266
104,1,1776956992267
105,1,1776956992268
106,1,1776956992270
107,1,1776956992271
108,1,1776956992273
109,1,1776956992274
110,1,1776956992275
111,1,1776956992277
112,1,1776956992278
113,1,1776956992279
114,1,1776956992281
115,1,1776956992282
116,1,1776956992284
117,1,1776956992285
118,1,1776956992286
119,1,1776956992288
120,1,1776956992289
121,1,1776956992290
122,1,1776956992292
123,1,1776956992293
124,1,1776956992295
125,1,1776956992296
126,1,1776956992297
127,1,1776956992299
128,1,1776956992300
129,1,1776956992301
130,1,1776956992303
131,1,1776956992304
132,1,1776956992305
133,1,1776956992307
134,1,1776956992308
135,1,1776956992310
136,1,1776956992311
137,1,1776956992312
138,1,1776956992314
139,1,1776956992315
140,1,1776956992316
141,1,1776956992318
142,1,1776956992319
143,1,1776956992320
144,1,1776956992322
145,1,1776956992323
146,1,1776956992325
147,1,1776956992326
148,1,1776956992327
149,1,1776956992329
150,1,1776956992330
151,1,1776956992332
152,1,1776956992333
153,1,1776956992334
154,1,1776956992336
155,1,1776956992338
156,1,1776956992339
157,1,1776956992341
158,1,1776956992342
159,1,1776956992344
160,1,1776956992345
161,1,1776956992346
162,1,1776956992348
163,1,1776956992349
164,1,1776956992350
165,1,1776956992352
166,1,1776956992353
167,1,1776956992355
168,1,1776956992356
169,1,1776956992358
170,1,1776956992359
171,1,1776956992360
172,1,1776956992361
173,1,1776956992363
174,1,1776956992365
175,1,1776956992366
176,1,1776956992368
177,1,1776956992371
178,1,1776956992373
179,1,1776956992374
180,1,1776956992376
181,1,1776956992377
182,1,1776956992379
183,1,1776956992380
184,1,1776956992381
185,1,1776956992383
186,1,1776956992384
187,1,1776956992385
188,1,1776956992387
189,1,1776956992388
190,1,1776956992390
191,1,1776956992391
192,1,1776956992393
193,1,1776956992394
194,1,1776956992395
195,1,1776956992397
196,1,1776956992398
197,1,1776956992399
198,1,1776956992401
199,1,1776956992402
200,1,1776956992403
201,1,1776956992405
202,1,1776956992406
203,1,1776956992407
204,1,1776956992409
205,1,1776956992410
206,1,1776956992411
207,1,1776956992413
208,1,1776956992414
209,1,1776956992416
210,1,1776956992417
211,1,1776956992418
212,1,1776956992420
213,1,1776956992421
214,1,1776956992422
215,1,1776956992424
216,1,1776956992425
217,1,1776956992427
218,1,1776956992428
219,1,1776956992429
220,1,1776956992431
221,1,1776956992432
222,1,1776956992434
223,1,1776956992435
224,1,1776956992437
225,1,1776956992438
226,1,1776956992440
227,1,1776956992441
228,1,1776956992443
229,1,1776956992444
230,1,1776956992446
231,1,1776956992447
232,1,1776956992448
233,1,1776956992450
234,1,1776956992451
235,1,1776956992453
236,1,1776956992454
237,1,1776956992456
238,1,1776956992457
239,1,1776956992459
240,1,1776956992460
241,1,1776956992462
242,1,1776956992463
243,1,1776956992464
244,1,1776956992466
245,1,1776956992467
246,1,1776956992468
247,1,1776956992469
248,1,1776956992471
249,1,1776956992472
250,1,1776956992474
251,1,1776956992475
252,1,1776956992476
253,1,1776956992478
254,1,1776956992479
255,1,1776956992481
256,1,1776956992482
257,1,1776956992483
258,1,1776956992485
259,1,1776956992486
260,1,1776956992487
261,1,1776956992489
262,1,1776956992490
263,1,1776956992492
264,1,1776956992493
265,1,1776956992494
266,1,1776956992495
267,1,1776956992497
268,1,1776956992498
269,1,1776956992500
270,1,1776956992501
271,1,1776956992502
272,1,1776956992504
273,1,1776956992505
274,1,1776956992507
275,1,1776956992508
276,1,1776956992510
277,1,1776956992511
278,1,1776956992512
279,1,1776956992514
280,1,1776956992515
281,1,1776956992516
282,1,1776956992518
283,1,1776956992519
284,1,1776956992520
285,1,1776956992522
286,1,1776956992523
287,1,1776956992525
288,1,1776956992526
289,1,1776956992527
290,1,1776956992529
291,1,1776956992530
292,1,1776956992531
293,1,1776956992533
294,1,1776956992534
295,1,1776956992535
296,1,1776956992537
297,1,1776956992538
298,1,1776956992540
299,1,1776956992541
300,1,1776956992543
301,1,1776956992544
302,1,1776956992545
303,1,1776956992547
304,1,1776956992548
305,1,1776956992550
306,1,1776956992551
307,1,1776956992553
308,1,1776956992554
309,1,1776956992555
310,1,1776956992557
311,1,1776956992558
312,1,1776956992560
313,1,1776956992561
