ts_ms,pod_total,pod_ready,queue_depth,rate_in,rate_out,deliver_total,publish_total
1776956695297,10,10,1468,0.0,47.2,12086,13406
1776956696606,10,10,1232,0.0,47.8,12325,13406
1776956698055,10,10,1232,0.0,47.8,12325,13406
1776956699374,10,10,1232,0.0,47.8,12325,13406
1776956700650,10,10,1232,0.0,47.8,12325,13406
1776956701972,10,10,993,0.0,47.0,12560,13406
1776956703252,10,10,993,0.0,47.0,12560,13406
1776956705019,10,10,993,0.0,47.0,12560,13406
1776956706313,10,10,755,0.0,47.8,12799,13406
1776956707623,10,10,755,0.0,47.8,12799,13406
1776956709024,10,10,755,0.0,47.8,12799,13406
1776956710348,10,10,755,0.0,47.8,12799,13406
1776956712079,10,10,513,0.0,47.8,13038,13406
1776956713379,10,10,513,0.0,47.8,13038,13406
1776956714664,10,10,513,0.0,47.8,13038,13406
1776956715990,10,10,513,0.0,47.8,13038,13406
1776956717317,10,10,0,0,0,0,0
1776956719082,10,10,0,0,0,0,0
1776956720383,10,10,0,0,0,0,0
1776956722074,10,10,0,0,0,0,0
1776956723397,10,10,0,0,0,0,0
1776956724908,10,10,0,0,0,0,0
1776956726220,10,10,0,0,0,0,0
1776956727701,10,10,0,0,0,0,0
1776956729050,10,10,0,0,0,0,0
1776956730317,10,10,0,0,0,0,0
1776956731668,10,10,0,0,0,0,0
1776956732945,10,10,0,0,0,0,0
1776956734396,10,10,0,0,0,0,0
1776956736079,10,10,0,0,0,0,0
1776956737735,10,10,0,0,0,0,0
1776956739070,10,10,0,0,0,0,0
1776956740496,10,10,0,0,0,0,0
