ts_ms,pod_total,pod_ready,queue_depth,rate_in,rate_out,deliver_total,publish_total
1776957150330,10,10,0,0,0,0,0
1776957151624,10,10,0,0,0,0,0
1776957153065,10,10,0,0,0,0,0
1776957154364,10,10,0,0,0,0,0
1776957155645,10,5,0,0,0,0,0
1776957157081,5,5,0,0,0,0,0
1776957158415,5,5,0,0,0,0,0
1776957159697,5,5,0,0,0,0,0
1776957161065,5,5,0,0,0,0,0
1776957162339,5,5,0,0,0,0,0
1776957163684,5,5,0,0,0,0,0
1776957165063,5,5,0,0,0,0,0
1776957166374,5,5,0,0,0,0,0
1776957167715,5,5,0,0,0,0,0
1776957169060,5,5,0,0,0,0,0
1776957170680,5,5,0,0,0,0,0
1776957171955,5,5,0,0,0,0,0
1776957173281,5,5,0,0,0,0,0
1776957174602,5,5,0,0,0,0,0
1776957175881,5,5,0,0,0,0,0
1776957177779,5,5,0,0,0,0,0
1776957179085,5,5,0,0,0,0,0
1776957180361,5,5,0,0,0,0,0
